booking_id;booking_date;booking _channel;customer_id;stay_start_date;number_of_nights;per_night_rate;hotel_id
RES011941;2024/10/11;Velora.com;413;2024/11/18;4;216,58;102
RES011942;2024/09/22;Velora.com;381;2024/10/09;1;165,44;104
RES011943;2024/09/06;At the hotel;485;2024/09/17;4;33,66;108
RES011944;2024/05/10;Velora.com;431;2024/09/20;1;217,18;106
RES011945;2024/10/28;GDS;59;2024/10/31;1;128,72;107
RES011946;2024/09/08;At the hotel;416;2024/09/27;3;62,64;101
RES011947;2024/09/10;GDS;484;2024/10/03;2;144,34;105
RES011948;2024/09/07;Connected Wholesaler;404;2024/09/08;2;130,75;109
RES011949;2024/09/06;Phone;68;2024/09/20;5;156,93;101
RES011950;2024/09/08;Velora.com;165;2024/09/14;3;116,87;104
RES011951;2024/09/08;Connected Wholesaler;273;2024/10/08;4;110,24;109
RES011952;2024/09/12;GDS;5;2024/09/17;2;132,64;104
RES011953;2024/09/25;App;431;2024/10/17;2;198,78;103
RES011954;2024/10/19;App;432;2024/11/19;2;138,55;107
RES011955;2024/09/06;Connected Wholesaler;312;2024/09/06;1;144,94;106
RES011956;2024/10/04;Connected Wholesaler;19;2024/10/04;2;91,26;107
RES011957;2024/10/10;App;292;2024/11/03;3;330,63;106
RES011958;2024/08/22;Velora.com;299;2024/10/10;4;34,25;108
RES011959;2024/05/10;Phone;292;2024/09/18;2;150,6;101
RES011960;2024/09/29;Velora.com;170;2024/10/21;1;217,04;103
RES011961;2024/09/02;At the hotel;268;2024/09/21;1;151,8;103
RES011963;2024/10/03;At the hotel;282;2024/10/03;2;147,11;110
RES011964;2024/09/25;Connected Wholesaler;406;2024/10/27;1;199,68;101
RES011965;2024/10/04;GDS;6;2024/10/08;2;117,77;101
RES011966;2024/09/12;Velora.com;189;2024/09/15;2;143,62;104
RES011967;2024/09/08;Velora.com;326;2024/09/09;1;119,75;106
RES011968;2024/10/23;Velora.com;291;2024/10/30;1;164,5;102
RES011969;2024/09/10;Connected Wholesaler;207;2024/09/22;2;91,26;108
RES011970;2024/10/14;Velora.com;378;2024/10/22;1;203,47;102
RES011971;2024/10/05;GDS;193;2024/10/26;2;120,03;104
RES011972;2024/08/08;GDS;492;2024/09/27;2;168,66;110
RES011973;2024/09/05;At the hotel;51;2024/09/07;1;188,54;104
RES011974;2024/10/18;At the hotel;15;2024/10/18;1;132,53;106
RES011975;2024/08/10;GDS;402;2024/09/17;2;190,34;110
RES011976;2024/09/02;At the hotel;454;2024/09/17;2;33,94;109
RES011977;2024/08/09;GDS;267;2024/09/15;2;82,6;107
RES011979;2024/09/29;Velora.com;468;2024/10/01;1;131,66;102
RES011980;2024/09/04;At the hotel;285;2024/10/05;2;143,37;101
RES011981;2024/09/07;At the hotel;414;2024/09/12;1;160,37;110
RES011982;2024/10/13;Phone;142;2024/10/13;2;134,41;110
RES011983;2024/10/03;GDS;449;2024/10/28;3;206,79;104
RES011984;2024/09/09;GDS;125;2024/10/17;1;141,31;109
RES011985;2024/09/30;App;380;2024/10/04;2;138,55;103
RES011986;2024/10/11;At the hotel;383;2024/10/13;2;138,49;105
RES011987;2024/10/02;At the hotel;103;2024/10/02;1;150,73;101
RES011988;2024/09/11;Connected Wholesaler;446;2024/09/13;1;174,04;102
RES011989;2024/08/05;GDS;87;2024/09/07;1;181,14;107
RES011990;2024/10/05;Velora.com;71;2024/11/05;1;131,61;107
RES011991;2024/10/13;At the hotel;468;2024/10/17;1;132,53;104
RES011992;2024/09/14;Phone;410;2024/09/15;2;169,86;105
RES011993;2024/10/08;Velora.com;219;2024/10/09;1;154,42;108
RES011994;2024/10/12;At the hotel;48;2024/10/26;1;152,72;109
RES011995;2024/09/13;App;153;2024/09/15;1;332;104
RES011996;2024/09/15;At the hotel;207;2024/09/19;1;132,53;105
RES011997;2024/10/08;At the hotel;407;2024/10/13;1;70,54;107
RES011998;2024/07/27;Velora.com;115;2024/10/05;2;597,84;102
RES011999;2024/08/16;Connected Wholesaler;297;2024/09/19;1;168,21;106
RES012000;2024/10/18;Velora.com;201;2024/10/20;1;98,79;109
RES012001;2024/09/30;Phone;414;2024/10/09;2;180,87;105
RES012002;2024/10/02;At the hotel;102;2024/10/06;1;213,73;107
RES012003;2024/10/03;Velora.com;230;2024/10/05;1;116,36;107
RES012004;2024/09/11;GDS;97;2024/09/12;2;157,57;104
RES012005;2024/09/22;GDS;213;2024/11/30;2;201,88;107
RES012006;2024/09/24;Connected Wholesaler;46;2024/10/04;5;108,42;104
RES012007;2024/10/15;App;474;2024/10/15;3;120,48;106
RES012008;2024/09/27;GDS;220;2024/10/01;2;134,34;106
RES012009;2024/09/24;At the hotel;51;2024/10/25;1;125,3;107
RES012010;2024/09/07;Velora.com;290;2024/09/08;1;114,43;106
RES012011;2024/09/12;GDS;221;2024/10/05;2;139,09;106
RES012012;2024/09/02;Velora.com;168;2024/09/30;3;209,06;107
RES012013;2024/09/14;App;78;2024/10/18;2;162,65;108
RES012014;2024/09/26;Velora.com;373;2024/10/05;2;131,62;104
RES012015;2024/10/08;At the hotel;356;2024/10/12;1;0;109
RES012016;2024/07/25;GDS;467;2024/10/13;1;163,63;105
RES012017;2024/09/17;Velora.com;219;2024/10/06;1;172,24;104
RES012019;2024/09/06;GDS;437;2024/09/23;4;186,36;107
RES012020;2024/09/03;Velora.com;46;2024/09/22;1;158,28;103
RES012021;2024/10/15;App;96;2024/11/15;4;192,37;103
RES012022;2024/09/28;At the hotel;158;2024/09/30;1;177,09;103
RES012023;2024/09/17;Velora.com;130;2024/09/30;3;144,58;109
RES012024;2024/10/11;App;360;2024/10/11;1;226,83;103
RES012025;2024/09/10;Phone;437;2024/09/11;2;150,6;105
RES012026;2024/10/19;Velora.com;383;2024/10/20;3;108,53;107
RES012027;2024/10/18;At the hotel;369;2024/11/19;1;120,58;110
RES012028;2024/09/24;GDS;482;2024/10/22;2;132,52;101
RES012029;2024/09/26;At the hotel;228;2024/09/27;1;33,76;108
RES012030;2024/09/20;At the hotel;302;2024/09/20;1;70,54;108
RES012031;2024/09/20;GDS;443;2024/10/01;3;174,08;103
RES012032;2024/09/13;At the hotel;70;2024/09/22;1;222,59;107
RES012033;2024/07/25;GDS;269;2024/09/24;1;143,95;106
RES012034;2024/10/08;Phone;412;2024/11/10;1;118,07;102
RES012035;2024/10/12;Phone;189;2024/10/18;2;124,7;107
RES012036;2024/05/19;App;233;2024/10/26;2;280,29;110
RES012037;2024/10/07;At the hotel;265;2024/10/09;1;77,37;102
RES012038;2024/10/04;App;294;2024/10/05;2;150,73;106
RES012039;2024/09/17;GDS;455;2024/10/07;2;108,66;104
RES012040;2024/10/31;At the hotel;481;2024/11/01;1;144,58;105
RES012041;2024/10/18;At the hotel;64;2024/10/30;2;0;107
RES012042;2024/03/21;Velora.com;441;2024/10/21;1;259,22;103
RES012043;2024/05/16;App;297;2024/09/05;1;317,45;102
RES012044;2024/07/16;GDS;259;2024/10/05;1;145,78;102
RES012045;2024/07/26;Velora.com;224;2024/09/02;1;33,71;101
RES012046;2024/09/06;At the hotel;227;2024/09/24;4;33,66;110
RES012047;2024/10/07;GDS;114;2024/10/09;2;132,52;107
RES012048;2024/10/31;App;196;2024/10/31;2;134,34;105
RES012049;2024/08/25;GDS;450;2024/11/11;2;147,11;104
RES012050;2024/08/29;GDS;338;2024/09/25;2;133,13;102
RES012051;2024/09/25;Velora.com;278;2024/10/05;1;114,55;102
RES012052;2024/10/02;At the hotel;492;2024/10/03;1;77,43;104
RES012053;2024/09/05;Velora.com;45;2024/09/09;2;153,49;101
RES012054;2024/10/16;Velora.com;65;2024/10/19;1;106,02;108
RES012055;2024/10/27;At the hotel;478;2024/10/30;1;126,61;104
RES012056;2024/10/10;Connected Wholesaler;7;2024/10/10;4;89,45;109
RES012057;2024/04/10;At the hotel;159;2024/09/27;3;118,79;102
RES012058;2024/09/25;At the hotel;14;2024/10/08;1;132,52;106
RES012059;2024/09/25;At the hotel;77;2024/09/26;2;168,48;110
RES012060;2024/08/08;At the hotel;405;2024/09/05;2;105,42;102
RES012061;2024/05/21;Phone;468;2024/09/06;1;202,05;106
RES012062;2024/09/10;Velora.com;24;2024/10/26;1;33,81;110
RES012063;2024/03/30;At the hotel;182;2024/10/29;1;101,98;101
RES012064;2024/09/17;GDS;372;2024/09/30;1;169,63;105
RES012065;2024/10/19;At the hotel;168;2024/10/19;1;144,28;101
RES012066;2024/10/09;GDS;82;2024/10/24;2;120,48;110
RES012067;2024/09/05;GDS;449;2024/09/11;1;82,6;103
RES012068;2024/10/14;App;136;2024/10/20;1;138,19;103
RES012069;2024/08/24;App;437;2024/09/26;2;151,51;109
RES012070;2024/07/21;Velora.com;409;2024/10/04;4;175,28;109
RES012071;2024/10/04;Connected Wholesaler;67;2024/10/05;1;98,94;106
RES012072;2024/09/18;App;4;2024/10/09;1;213,43;108
RES012074;2024/10/07;GDS;69;2024/11/10;1;120,48;110
RES012075;2024/10/08;Phone;381;2024/11/14;2;200,65;107
RES012076;2024/09/12;Connected Wholesaler;9;2024/09/28;1;86,7;104
RES012077;2024/09/16;Connected Wholesaler;460;2024/09/22;2;108,07;109
RES012078;2024/09/28;At the hotel;365;2024/10/04;1;33,94;109
RES012079;2024/09/13;At the hotel;440;2024/09/23;1;102,06;108
RES012080;2024/09/30;GDS;326;2024/10/02;1;148,71;105
RES012081;2024/08/28;App;99;2024/09/12;2;137,05;104
RES012082;2024/05/09;Velora.com;121;2024/10/12;2;217,18;103
RES012083;2024/10/05;At the hotel;288;2024/10/06;1;90,36;105
RES012084;2024/09/28;Velora.com;91;2024/10/01;1;123,97;110
RES012085;2024/07/21;Phone;104;2024/09/20;1;135,47;107
RES012086;2024/05/26;Velora.com;281;2024/09/04;2;146,68;103
RES012087;2024/09/30;At the hotel;244;2024/10/10;2;120,48;105
RES012088;2024/05/16;GDS;211;2024/09/11;2;150,59;110
RES012089;2024/10/10;Velora.com;325;2024/10/18;2;145,78;106
RES012090;2024/09/05;Velora.com;394;2024/09/11;2;134,4;108
RES012091;2024/09/29;Connected Wholesaler;123;2024/09/29;1;94,37;108
RES012092;2023/11/06;Velora.com;164;2024/10/18;1;120,47;102
RES012093;2024/08/17;GDS;325;2024/10/17;2;117,03;108
RES012094;2024/08/26;App;368;2024/10/20;1;150,59;108
RES012095;2024/05/25;Velora.com;162;2024/10/10;2;183,2;103
RES012096;2024/09/13;GDS;110;2024/09/17;2;186,9;101
RES012097;2024/10/23;At the hotel;47;2024/10/26;1;149,4;110
RES012098;2024/10/16;App;491;2024/10/21;2;128,49;106
RES012099;2024/09/23;At the hotel;201;2024/09/25;1;190,36;108
RES012100;2024/07/08;GDS;498;2024/10/04;1;268,61;107
RES012101;2024/08/31;Velora.com;298;2024/10/08;1;176,97;105
RES012102;2024/04/09;At the hotel;28;2024/10/03;1;133,33;101
RES012103;2024/09/21;App;186;2024/10/04;2;134,94;107
RES012104;2024/10/08;GDS;84;2024/10/16;2;132,52;107
RES012105;2024/09/11;GDS;376;2024/10/02;3;96,46;109
RES012106;2024/09/26;Velora.com;364;2024/11/06;2;106,91;101
RES012107;2024/09/28;Velora.com;23;2024/10/09;1;229,76;101
RES012108;2024/09/12;GDS;4;2024/09/22;1;112,17;107
RES012109;2024/10/04;App;144;2024/10/11;2;66,67;104
RES012110;2024/09/20;Velora.com;478;2024/10/05;2;241,81;108
RES012111;2024/10/16;At the hotel;451;2024/10/27;3;178,46;110
RES012112;2024/08/30;Velora.com;217;2024/10/29;1;132,53;104
RES012113;2024/08/26;Velora.com;184;2024/09/03;2;158,79;110
RES012114;2024/09/11;App;197;2024/09/14;2;114,46;102
RES012115;2024/08/11;Phone;500;2024/09/17;2;210,82;104
RES012116;2024/10/07;At the hotel;291;2024/10/17;1;56,67;107
RES012117;2024/10/16;Velora.com;394;2024/10/16;1;195,39;103
RES012118;2024/09/11;GDS;349;2024/10/26;2;121,08;106
RES012119;2024/09/24;Velora.com;233;2024/11/08;1;156,86;101
RES012120;2024/09/19;Phone;20;2024/09/23;1;145,78;109
RES012121;2024/07/13;GDS;81;2024/09/26;2;151,51;107
RES012122;2024/10/31;At the hotel;493;2024/10/31;3;135,76;103
RES012123;2024/10/09;At the hotel;342;2024/10/11;3;163,63;101
RES012124;2024/09/09;Velora.com;17;2024/09/27;5;141,56;105
RES012125;2024/10/27;Velora.com;493;2024/10/28;2;306,55;103
RES012126;2024/10/04;Velora.com;486;2024/10/08;2;102,41;109
RES012127;2024/08/26;Phone;108;2024/09/13;5;225,45;102
RES012128;2024/10/16;At the hotel;146;2024/10/17;2;218,18;102
RES012129;2024/08/18;Connected Wholesaler;228;2024/10/04;2;146,81;110
RES012130;2024/08/07;GDS;473;2024/09/19;2;160,37;103
RES012131;2024/08/24;GDS;127;2024/09/11;3;130,5;110
RES012132;2024/10/26;GDS;299;2024/10/30;1;192,51;108
RES012133;2024/10/09;At the hotel;119;2024/10/12;2;159;101
RES012134;2024/09/20;Phone;196;2024/10/06;1;143,37;105
RES012135;2024/10/02;At the hotel;301;2024/10/04;2;222,59;102
RES012136;2024/09/26;Velora.com;265;2024/10/03;2;153,04;108
RES012137;2024/09/22;GDS;77;2024/09/24;1;149,08;106
RES012138;2024/09/22;Phone;483;2024/10/22;3;122,89;101
RES012139;2024/10/09;GDS;63;2024/10/23;2;158,77;110
RES012140;2024/10/13;Velora.com;240;2024/10/13;2;129,3;104
RES012141;2024/10/06;At the hotel;350;2024/10/29;3;70,47;102
RES012142;2024/09/06;Velora.com;360;2024/09/06;1;139,23;104
RES012143;2024/09/17;GDS;242;2024/09/17;2;216,09;106
RES012144;2024/10/08;Velora.com;100;2024/10/26;2;173,02;104
RES012145;2024/06/29;Phone;225;2024/09/20;3;246,41;103
RES012146;2024/09/08;At the hotel;315;2024/09/08;2;0;103
RES012147;2024/10/29;Phone;35;2024/10/31;1;159,02;109
RES012148;2024/09/18;GDS;46;2024/09/23;1;117,02;101
RES012149;2024/09/17;GDS;34;2024/09/24;1;132,52;106
RES012150;2024/09/15;GDS;40;2024/10/18;1;204,99;108
RES012151;2024/09/19;Velora.com;251;2024/09/20;2;137,35;101
RES012152;2024/09/04;At the hotel;307;2024/09/06;3;149,4;104
RES012153;2024/05/02;At the hotel;500;2024/09/30;1;140,6;104
RES012154;2024/09/27;At the hotel;129;2024/10/18;2;72,29;107
RES012155;2024/10/04;Velora.com;182;2024/10/11;2;33,99;102
RES012156;2024/04/15;Velora.com;7;2024/10/31;1;180,39;109
RES012157;2024/11/01;App;214;2024/11/04;1;115,15;105
RES012158;2024/10/31;GDS;346;2024/10/31;1;82,6;107
RES012159;2024/09/27;At the hotel;183;2024/09/28;1;170,98;108
RES012160;2024/09/09;Velora.com;315;2024/10/17;2;182,83;109
RES012161;2024/10/19;App;265;2024/10/26;2;120,48;106
RES012162;2024/06/21;Velora.com;291;2024/09/06;1;113,31;101
RES012163;2024/09/25;App;213;2024/11/02;2;140,38;109
RES012164;2024/10/09;GDS;92;2024/10/24;1;162,78;102
RES012165;2024/08/29;At the hotel;294;2024/10/17;1;0;103
RES012166;2024/07/01;GDS;338;2024/10/02;1;366,98;106
RES012167;2024/09/17;Velora.com;39;2024/10/21;1;123,97;109
RES012168;2024/09/10;Velora.com;225;2024/09/15;2;142,54;104
RES012169;2024/09/17;Velora.com;389;2024/09/22;4;145,53;110
RES012170;2024/10/03;At the hotel;132;2024/10/05;1;149,4;102
RES012171;2024/09/25;App;359;2024/10/01;3;126,5;102
RES012172;2024/07/20;Velora.com;135;2024/09/24;2;180,71;110
RES012173;2024/09/24;Velora.com;343;2024/10/04;5;174,36;109
RES012174;2024/09/25;At the hotel;7;2024/09/26;2;208,84;110
RES012175;2024/09/09;App;217;2024/09/25;3;139,77;107
RES012176;2024/09/12;Velora.com;234;2024/10/13;2;112,64;109
RES012177;2024/08/21;Velora.com;48;2024/10/21;2;120,34;102
RES012178;2024/07/08;GDS;96;2024/10/18;3;108,29;101
RES012179;2024/09/08;Velora.com;196;2024/09/16;1;145,78;101
RES012180;2024/09/09;Velora.com;424;2024/09/12;1;118,07;108
RES012181;2024/10/19;At the hotel;475;2024/10/19;1;0;109
RES012182;2024/10/24;App;293;2024/10/30;1;128,86;104
RES012183;2024/09/25;At the hotel;9;2024/09/29;2;62,65;104
RES012184;2024/10/12;At the hotel;43;2024/10/13;1;178,3;101
RES012185;2024/08/06;App;255;2024/10/29;1;330,74;103
RES012186;2024/08/07;Velora.com;301;2024/09/10;3;164,11;109
RES012187;2024/10/18;At the hotel;429;2024/10/24;2;180,35;107
RES012188;2024/09/27;Connected Wholesaler;460;2024/10/22;1;118,93;103
RES012189;2024/10/21;App;192;2024/10/26;2;132,64;106
RES012190;2024/10/07;Velora.com;54;2024/10/08;1;129,58;103
RES012191;2024/09/22;Velora.com;355;2024/09/28;1;126,01;105
RES012192;2024/09/20;Velora.com;6;2024/09/30;2;143,62;108
RES012193;2024/09/15;GDS;60;2024/10/24;4;201,48;101
RES012194;2024/10/07;At the hotel;375;2024/10/09;2;217,04;106
RES012195;2024/09/24;App;242;2024/10/01;2;141,98;110
RES012196;2024/09/23;Velora.com;74;2024/10/11;5;127,71;101
RES012197;2024/06/29;Velora.com;438;2024/09/20;1;144,56;102
RES012198;2024/09/04;GDS;233;2024/10/08;1;162,63;104
RES012199;2024/09/13;GDS;222;2024/09/17;1;141,31;107
RES012200;2024/08/29;At the hotel;157;2024/09/10;3;72,29;101
RES012201;2024/09/28;Phone;97;2024/10/17;1;220,6;107
RES012202;2024/08/31;GDS;23;2024/09/22;1;117,02;104
RES012203;2024/10/05;At the hotel;22;2024/10/10;1;70,91;110
RES012204;2024/07/09;App;447;2024/09/21;1;266,66;107
RES012205;2024/09/15;At the hotel;110;2024/10/21;2;132,53;102
RES012206;2024/09/30;GDS;5;2024/10/02;2;225,94;106
RES012207;2024/09/13;GDS;278;2024/09/23;2;168,81;104
RES012208;2024/09/09;Phone;405;2024/09/09;2;166,96;101
RES012209;2024/10/07;GDS;180;2024/10/08;1;112,05;108
RES012210;2024/10/09;GDS;465;2024/10/28;1;132,52;105
RES012211;2024/09/03;App;91;2024/10/22;2;172,11;107
RES012212;2024/09/25;GDS;432;2024/09/26;3;111,27;103
RES012213;2024/09/18;At the hotel;122;2024/09/20;1;201,51;108
RES012214;2024/08/31;GDS;320;2024/09/05;4;162,77;110
RES012215;2024/09/06;GDS;53;2024/10/07;2;114,09;105
RES012216;2024/09/25;Connected Wholesaler;292;2024/09/26;2;108,43;109
RES012217;2024/07/31;GDS;86;2024/09/23;1;199,7;110
RES012218;2024/10/29;Velora.com;62;2024/10/31;2;33,99;103
RES012219;2024/05/09;At the hotel;428;2024/10/03;2;97,59;107
RES012220;2024/09/02;Velora.com;334;2024/09/12;3;149,39;103
RES012221;2024/09/20;At the hotel;253;2024/10/20;2;70,54;101
RES012222;2024/09/14;GDS;21;2024/09/17;2;224,28;107
RES012223;2024/09/24;Velora.com;413;2024/10/18;1;157,38;104
RES012224;2024/10/01;App;205;2024/10/01;5;198,38;102
RES012225;2024/10/03;At the hotel;181;2024/11/03;2;119,28;102
RES012226;2024/10/02;Phone;362;2024/11/15;3;125,67;103
RES012227;2024/10/31;At the hotel;155;2024/11/01;2;132,53;109
RES012228;2024/10/25;Phone;322;2024/10/28;1;254,79;107
RES012229;2024/09/24;Connected Wholesaler;397;2024/10/03;1;104,82;102
RES012230;2024/09/16;At the hotel;160;2024/09/16;2;224,24;110
RES012231;2024/09/17;At the hotel;39;2024/09/18;1;189,36;104
RES012232;2024/10/13;GDS;266;2024/11/14;3;172,72;109
RES012233;2024/10/24;Velora.com;289;2024/10/28;2;170,85;105
RES012234;2024/09/07;At the hotel;104;2024/09/08;3;163,37;107
RES012235;2024/11/01;At the hotel;500;2024/11/02;2;151,51;104
RES012236;2024/08/26;GDS;99;2024/09/19;1;192,75;102
RES012237;2024/09/17;Connected Wholesaler;133;2024/09/23;2;134,47;102
RES012238;2024/08/27;Velora.com;168;2024/10/05;1;166,97;110
RES012239;2024/09/21;App;471;2024/10/05;2;184,55;109
RES012240;2024/09/05;At the hotel;17;2024/09/06;2;33,66;105
RES012241;2023/12/07;Velora.com;326;2024/10/08;1;180,72;103
RES012242;2024/10/14;At the hotel;475;2024/10/15;3;421,65;101
RES012243;2024/04/27;At the hotel;144;2024/09/09;1;86,02;106
RES012244;2024/09/12;App;298;2024/09/20;1;146,29;102
RES012245;2024/07/16;Velora.com;184;2024/09/14;3;148,78;108
RES012246;2024/09/12;App;474;2024/09/13;3;226,66;105
RES012247;2024/08/09;GDS;389;2024/09/08;2;150,79;104
RES012248;2024/10/20;GDS;392;2024/11/30;2;114,46;109
RES012249;2024/09/25;App;130;2024/10/02;2;172,29;102
RES012250;2024/09/10;Velora.com;53;2024/09/26;1;168,23;108
RES012251;2024/09/21;At the hotel;174;2024/09/25;2;117,89;104
RES012252;2024/07/09;GDS;166;2024/09/10;1;180,72;102
RES012253;2024/07/04;Phone;159;2024/10/24;1;141,61;102
RES012254;2024/09/06;Velora.com;484;2024/09/28;1;148,78;108
RES012255;2024/09/06;At the hotel;470;2024/09/06;1;152,66;107
RES012256;2024/09/23;GDS;397;2024/09/24;2;132,14;109
RES012257;2024/10/05;At the hotel;499;2024/11/05;2;118,07;109
RES012258;2024/09/19;Velora.com;30;2024/10/03;2;162,63;106
RES012259;2024/09/10;GDS;14;2024/10/01;2;132,53;109
RES012260;2024/09/07;Velora.com;454;2024/09/24;4;209,65;109
RES012261;2024/10/24;Velora.com;83;2024/11/30;1;120,58;102
RES012262;2024/10/04;Other;60;2024/10/17;3;136,14;108
RES012263;2024/10/15;At the hotel;323;2024/10/16;1;156,36;105
RES012265;2024/09/16;GDS;305;2024/09/28;4;158,77;104
RES012266;2024/09/13;App;459;2024/10/14;1;229,1;102
RES012267;2024/10/21;At the hotel;319;2024/10/26;1;161,44;104
RES012268;2024/10/11;Velora.com;106;2024/10/17;1;185,54;107
RES012269;2024/06/28;App;281;2024/09/12;2;228,89;108
RES012270;2024/09/20;App;206;2024/09/27;2;124,56;105
RES012271;2024/09/13;At the hotel;200;2024/09/19;2;33,73;106
RES012272;2024/09/29;Velora.com;462;2024/10/10;1;164,85;105
RES012273;2024/09/11;At the hotel;350;2024/09/20;2;70,48;103
RES012274;2024/08/24;At the hotel;119;2024/10/23;1;105,42;101
RES012275;2024/07/19;GDS;373;2024/09/25;5;162,63;108
RES012276;2024/10/02;Velora.com;315;2024/10/07;2;116,57;103
RES012277;2024/09/11;Velora.com;135;2024/09/13;2;108,73;109
RES012278;2024/10/08;At the hotel;27;2024/10/13;2;70,48;106
RES012279;2024/09/29;At the hotel;215;2024/10/05;1;150,6;101
RES012280;2024/09/04;Velora.com;228;2024/09/14;2;366,39;101
RES012281;2024/09/26;GDS;219;2024/10/15;2;273,03;103
RES012282;2024/08/04;Velora.com;21;2024/09/25;1;175,52;105
RES012283;2024/10/05;At the hotel;191;2024/10/12;2;62,7;109
RES012284;2024/10/03;GDS;134;2024/10/14;5;150,6;105
RES012285;2024/09/16;App;277;2024/09/20;2;144,7;109
RES012286;2024/10/09;App;116;2024/11/09;1;110,03;110
RES012287;2024/04/12;At the hotel;98;2024/09/10;2;140,6;107
RES012288;2024/09/30;GDS;31;2024/10/07;2;121,21;110
RES012289;2024/09/27;At the hotel;53;2024/09/28;2;119,28;105
RES012290;2024/09/15;At the hotel;136;2024/09/17;2;173,48;105
RES012291;2024/10/03;At the hotel;26;2024/10/05;1;149,4;105
RES012292;2024/08/26;Velora.com;193;2024/10/18;2;189,01;106
RES012293;2024/10/10;At the hotel;334;2024/10/14;2;159,76;106
RES012294;2024/09/04;Velora.com;104;2024/09/11;2;97,23;109
RES012295;2024/10/11;At the hotel;35;2024/10/14;1;70,48;101
RES012296;2024/10/09;Velora.com;414;2024/10/13;1;118,17;110
RES012297;2024/08/27;GDS;230;2024/10/11;1;105,96;103
RES012298;2024/10/10;Velora.com;145;2024/10/10;2;147,11;109
RES012299;2024/09/15;App;241;2024/09/28;2;164,88;106
RES012300;2024/07/29;Velora.com;348;2024/09/09;1;180,71;102
RES012301;2024/09/24;At the hotel;404;2024/10/12;1;57,57;109
RES012302;2024/09/18;At the hotel;108;2024/09/18;1;189,36;104
RES012303;2024/09/28;Velora.com;192;2024/10/03;1;118,48;101
RES012304;2024/09/19;GDS;447;2024/09/26;1;183,16;104
RES012305;2024/01/24;Velora.com;162;2024/10/25;1;33,81;101
RES012306;2024/10/24;At the hotel;72;2024/10/28;1;138,18;106
RES012307;2024/10/05;GDS;139;2024/10/07;1;175,75;101
RES012308;2024/08/30;GDS;246;2024/09/19;4;192,75;108
RES012309;2024/09/12;Velora.com;384;2024/09/26;2;138,78;105
RES012310;2024/08/25;GDS;338;2024/09/11;3;216,85;103
RES012311;2024/09/16;App;413;2024/10/11;1;196,96;108
RES012312;2024/10/02;At the hotel;15;2024/10/03;1;144,38;110
RES012313;2024/10/15;App;122;2024/10/19;2;137,43;105
RES012314;2024/09/11;At the hotel;20;2024/09/12;2;141,56;109
RES012315;2024/09/23;At the hotel;333;2024/10/25;1;33,73;105
RES012316;2024/09/26;Velora.com;196;2024/10/15;1;184,32;107
RES012317;2024/09/26;Velora.com;416;2024/09/26;2;33,78;105
RES012318;2024/09/14;App;467;2024/10/15;1;132,82;106
RES012319;2024/09/05;GDS;230;2024/10/27;2;135,89;108
RES012320;2024/08/31;GDS;359;2024/10/02;2;170,98;104
RES012321;2024/09/08;Phone;348;2024/10/09;2;130,68;108
RES012322;2024/09/21;At the hotel;140;2024/09/25;1;33,73;104
RES012323;2024/10/05;GDS;378;2024/10/19;1;96,46;108
RES012324;2024/08/15;GDS;12;2024/10/08;1;225,94;101
RES012325;2024/09/14;At the hotel;5;2024/09/29;1;151,79;103
RES012326;2024/09/25;GDS;293;2024/10/21;1;169,78;101
RES012327;2024/10/11;Velora.com;51;2024/10/11;1;138,18;107
RES012328;2024/09/01;App;378;2024/09/22;1;140,24;106
RES012329;2024/10/11;At the hotel;238;2024/10/15;2;33,76;108
RES012330;2024/09/12;Phone;210;2024/09/22;2;140,96;110
RES012331;2024/09/25;At the hotel;438;2024/10/12;1;72,29;109
RES012332;2024/08/28;GDS;336;2024/10/13;1;189,96;106
RES012333;2024/10/09;App;365;2024/10/31;1;183,2;105
RES012334;2024/10/16;Velora.com;481;2024/10/21;4;155,59;108
RES012335;2024/10/07;At the hotel;391;2024/10/10;1;134,94;106
RES012336;2024/09/17;Phone;164;2024/09/23;2;145,78;107
RES012337;2024/09/20;App;64;2024/10/03;2;287,01;106
RES012338;2024/06/15;Velora.com;498;2024/09/27;3;232,05;103
RES012339;2024/09/16;Velora.com;117;2024/10/02;1;173,09;108
RES012340;2024/09/13;Connected Wholesaler;15;2024/09/15;3;91,26;108
RES012341;2024/10/06;App;379;2024/10/24;5;195,18;110
RES012342;2024/10/07;GDS;247;2024/10/15;3;229,93;110
RES012343;2024/08/25;Velora.com;245;2024/10/04;1;113,2;105
RES012344;2024/10/24;App;6;2024/10/26;2;175,75;108
RES012345;2024/10/11;GDS;86;2024/10/17;2;186,36;110
RES012346;2024/09/22;Velora.com;477;2024/10/19;1;113,33;103
RES012347;2024/09/25;Phone;188;2024/10/11;2;170,37;109
RES012348;2024/10/10;Velora.com;340;2024/10/19;1;148,48;102
RES012349;2024/10/21;GDS;92;2024/10/23;1;113,33;110
RES012350;2024/09/28;GDS;127;2024/10/15;2;150,6;102
RES012351;2024/09/07;At the hotel;78;2024/09/09;1;228,61;110
RES012352;2024/09/09;Velora.com;118;2024/10/14;2;151,79;102
RES012353;2024/05/08;Connected Wholesaler;299;2024/10/29;4;140,47;107
RES012354;2024/09/09;Velora.com;389;2024/10/14;2;153,6;107
