id,name,sex,height,weight,team
45501,Han Zhidong,M,182,80,China
45502,Katsuhiko Hanada,M,175,58,Japan
45503,Toshihiro Hanada,M,166,63,Japan
45504,Mohamed El-Gohary Hanafy,M,184,78,Egypt
45505,Daisuke Hanahara,M,169,62,Japan
45506,Tsutomu Hanahara,M,160,58,Japan
45507,Jakub Hank,M,193,96,Czech Republic
45508,Andreas Hanakamp,M,200,104,Austria
45509,Mickal Hanany,M,198,78,France
45510,Kazuo Hanaoka,M,185,85,Japan
45511,Maho Hanaoka,F,171,56,Japan
45512,"Vernon John ""Vern"" Hanaray",M,174,64,New Zealand
45513,Hugo Hanashiro,M,169,63,Brazil
45514,Hanati Silamu,M,179,69,China
45515,Hiroshi Hanawa,M,177,74,Japan
45516,Oldich Han,M,,,Czechoslovakia
45517,Jessica Hancco Merma,F,153,44,Peru
45518,Hermann Hnchen,M,184,85,Germany
45519,Volodymyr Hanchenko,M,164,48,Unified Team
45520,Eugne Hanck,M,175,80,Luxembourg
45521,Sren Hancke,M,191,76,Web II
45522,Audrey Mavis Hancock (-Morris),F,,,Great Britain
45523,"David Joseph S. ""Dave"" Hancock",M,182,108,Great Britain
45524,"Stephen Patrick ""Steven"" Hancock",M,183,70,Great Britain
45525,Vincent Hancock,M,173,80,United States
45526,Walker Kirtland Hancock,M,,,United States
45527,Ato Yero Hand,M,190,100,United States
45528,"John Loudwell ""Jack"" Hand",M,,,Canada
45529,Etsuko Handa,F,160,51,Japan
45530,Yuriko Handa,F,166,60,Japan
45531,Antonio Handal,M,172,75,Chile
45532,Lilies Handayani,F,155,50,Indonesia
45533,Mark Ian Handelsman,M,183,70,Israel
45534,Desmond Alan Handford-Rice,M,184,80,Kenya
45535,Christian Hndle,M,191,87,West Germany
45536,Roland Hndle,M,180,72,Germany
45537,David Handley,M,175,78,Great Britain
45538,"Francis Richard ""Frank"" Handley",M,,,Great Britain
45539,"Louis de Breda ""Lou"" Handley",M,,,New York Athletic Club-1
45540,Nathan Harford Handley,M,173,72,New Zealand
45541,Stephen Handley,M,191,94,Australia
45542,Beata Handra,F,160,52,United States-2
45543,Karl Hermann Gotthard Handrick,M,,,Germany
45544,Jrg Handrick,M,181,95,Germany
45545,Freda Clara Hands (-Jones),F,,,Great Britain
45546,Emil Handschin,M,,,Switzerland
45547,Roman Handschin,M,186,96,Switzerland-2
45548,Thomas Handschin,M,179,84,Switzerland-2
45549,Peter Handschmann,M,178,64,Austria
45550,"Susanne ""Susi"" Handschmann",F,160,47,Austria
45551,Walter Peter Handschuhmacher,M,,,Germany
45552,"Susan ""Sue"" Handscombe (-McNuff)",F,177,73,Great Britain
45553,Leslie Donovan Perera Handunge,M,,,Sri Lanka
45554,Chantelle Handy,F,188,74,Great Britain
45555,Henryk Handy,M,165,62,Poland
45556,"Henry Jamison ""Jam"" Handy",M,,,United States
45557,Michal Handzu,M,193,99,Slovakia
45558,Ccile Hane,F,160,63,Senegal
45559,Takuya Haneda,M,175,70,Japan
45560,Tayyiba Mumtaz Haneef-Park,F,200,82,United States
45561,"Jacobus Johannes Henricus ""Jacques"" Hanegraaf",M,180,71,Netherlands
45562,Kuniomi Haneishi,M,169,76,Japan
45563,Lindsay Hanekom,M,178,66,South Africa
45564,Birgitte Hanel,F,170,63,Denmark
45565,Linda Hanel (-Lepore),F,179,66,Australia
45566,"Horst Ulrich ""Uli"" Hnel",M,182,77,West Germany
45567,Martin Hner,M,184,83,Germany
45568,Fiona Hanes-Crawford,F,158,56,Australia
45569,Victor Hnescu,M,198,83,Romania
45570,Maki Haneta,F,160,56,Japan
45571,Halvard Hanevold,M,181,75,Norway
45572,Jeanne Marie Haney (-Neville),F,163,55,United States
45573,Jaroslav Hanf,M,,,Czechoslovakia
45574,Sarah Hanffou,F,163,65,Cameroon
45575,Anton Hangel,M,,74,Austria
45576,Hermann Hnggi,M,,,Switzerland
45577,Marco Hangl,M,182,77,Switzerland
45578,Martin Hangl,M,185,78,Switzerland
45579,Reeta Sisko Hanhijoki (Markkanen-),F,165,53,Finland
45580,Liat Hani Novitz,F,167,56,Israel
45581,Gustav Hanig,M,172,68,West Germany
45582,Kylie Hanigan (-Brennan),F,169,56,Australia
45583,Sylvia Hanika (-Holder),F,173,64,West Germany
45584,Mohamed Hanim,M,163,56,Maldives
45585,Hassan Hanini,M,178,70,Morocco
45586,Cornelia Hanisch,F,163,54,West Germany
45587,Erich Hanisch,M,,,Germany
45588,Gudrun Hnisch,F,175,63,West Germany
45589,Karl Hanisch,M,,,Austria
45590,Wolfgang Hanisch,M,187,105,East Germany
45591,Andrzej Hanisz,M,182,84,Poland
45592,Arie Richard Hanitzsch,M,,,Brazil
45593,Ute Hankers,F,175,67,West Germany
45594,Jacek Hankiewicz,M,173,69,Poland
45595,Simone Hankin,F,182,80,Australia
45596,Karen Hanlen,F,177,63,New Zealand
45597,"Richard Dennis ""Dick"" Hanley",M,183,79,United States
45598,Linda R. Hanley (Robertson-),F,175,,United States-1
45599,Paul Hanley,M,183,73,Australia-2
45600,Robert S. Hanley,M,,,Great Britain
45601,Robert Peter Hanlin,M,,,Australia
45602,"John Thomas ""Jack Paul"" Hanlon",M,,,Ireland
45603,John Austin Thomas Hanlon,M,187,74,Great Britain
45604,Keith Hanlon,M,,,Ireland
45605,Peter Joseph Hanlon,M,175,57,Great Britain
45606,"Thomas ""Tom"" Hanlon",M,183,67,Great Britain
45607,"Donald ""Don"" Hanly",M,185,71,Australia
45608,Stanley Joe Hanly,M,,,Ireland
45609,George Hanna,M,,,Iraq
45610,Mary Hanna,F,173,63,Australia
45611,"Stephen ""Steve"" Hanna",M,180,68,Bahamas
45612,Enrique Hannaberg,M,,,Colombia
45613,Mohamed Hadheb Abdessalem Hannachi Mheddeb,M,175,64,Tunisia
45614,Angela Hannah,F,174,72,Great Britain
45615,Joan Lee Hannah (-Robinson),F,162,57,United States
45616,Louise Hannah-Walker,F,180,63,Canada
45617,Edith Margaret Hannam (Boucher-),F,,,Great Britain-2
45618,Paul Hannam,M,180,66,Canada
45619,"Alexander Irvine ""Alec"" Hannan",M,,,South Africa
45620,"David Patrick ""Dave"" Hannan",M,178,82,Canada
45621,"Thomas G. ""Tommy"" Hannan",M,188,91,United States
45622,Sven Hannawald (Phler-),M,184,64,Germany
45623,Ian Morton Hannay,M,188,92,Salamander
45624,Mamadou Kasse Hanne,M,189,79,Senegal
45625,Alois Hannecker,M,194,118,West Germany
45626,Lennart Vilhelm Hannelius,M,,,Finland
45627,Arthur Hannemann,M,175,65,Germany
45628,Hans-Joachim Hannemann,M,,,Germany
45629,Raik Hannemann,M,187,79,East Germany
45630,Ren Hannemann,M,188,80,Germany-1
45631,Lynley Joye Hannen (-Coventry),F,175,70,New Zealand
45632,Simone Hanner,F,163,52,France
45633,Inga Monica Agneta Hannerz (-Hylln),F,,,Sweden
45634,Pieter-Jan Hannes,M,186,72,Belgium
45635,Eva Hannesdttir,F,,,Iceland
45636,"Terence Percival ""Ted"" Hanney",M,,,Great Britain
45637,Eric Hnni,M,172,,Switzerland
45638,Paul Hnni,M,163,57,Switzerland
45639,Paul Hnni,M,183,75,Switzerland
45640,Sirli Hanni,F,175,60,Estonia
45641,"Alejandro ""Alex"" Hannig Ulriksen",M,,,Chile
45642,Harri Johannes Hnninen,M,179,62.5,Finland
45643,Janne Tapio Hnninen,M,177,83,Finland
45644,Juha Pekka Hnninen,M,183,81.5,Finland
45645,Kauko Antero Hnninen,M,183,86,Finland
45646,Kirsi Maaria Hnninen,F,176,67,Finland
45647,Seppo Juhani Hnninen,M,179,75.5,Finland
45648,Molly Hannis,F,170,70,United States
45649,Denis J. Hannon,M,,,Ireland
45650,Heidi Johanna Hannula,F,164,55,Finland
45651,Mika Stefan Hannula,M,179,86,Sweden
45652,Toni Leander Hannula,M,185,95,Finland
45653,Harry Hans Erik Hannus,M,182,76,Finland
45654,Kazushi Hano,M,185,87,Japan
45655,Maylon Turner Hanold,F,167,62,United States
45656,Tawin Hanprab,M,176,58,Thailand
45657,Jean-Paul Hanquier,M,186,75,France
45658,Johan Otto Hanrath,M,,,Netherlands
45659,Haralds Hns,M,,,Russia
45660,Phaisan Hansawong,M,165,62,Thailand
45661,Ralph Lawrence Hansch,M,,,Canada
45662,Astrid Hnschen,F,170,63,Germany
45663,Rainer Hanschke,M,173,67,East Germany
45664,Reiner Hanschke,M,176,71,Germany
45665,Frida Marie Hansdotter,F,173,67,Sweden
45666,Artur Hanse,M,180,75,Portugal
45667,Emile Jean Ghislain Hanse,M,,,Belgium
45668,Aksel Henry Hansen,M,,,Norway
45669,Alf John Hansen,M,185,85,Norway
45670,Amory Ide Agnes Hansen (Scheel-),F,,,Denmark
45671,Anton Ludvig Hansen,M,,,Norway
45672,Aran John Hansen,M,186,125,New Zealand
45673,Are Hansen,M,179,60,Norway
45674,Carl Armin Hansen,M,,,United States
45675,Arvor Hansen,M,,,Denmark
45676,Ashia Nana Hansen (-Koramdina),F,170,63,Great Britain
45677,Axel Hornemann Hansen,M,,,Denmark
45678,Basil I. Hansen,M,,,Australia
45679,Bent Hansen,M,175,72,Denmark
45680,Bent Kurt Hansen,M,186,76,Denmark
45681,Bente Hansen (-Foss),F,164,50,Norway
45682,Bernhoff (Bernhof-) Otelius Hansen,M,173,,Norway
45683,Birthe Lindskov Hansen (-Madsen),F,178,64,Denmark
45684,Brendan Joseph Hansen,M,183,85,United States
45685,Brian Hansen,M,183,82,United States
45686,Alan Brian Christian Hansen,M,187,88,Denmark
45687,Richard Bruce Hansen,M,174,70,New Zealand
45688,Brge Hansen,M,,,Denmark
45689,Carl Christian Hansen (-Bmervang),M,,,Denmark
45690,Charles Carl Hans Hansen,M,,,Denmark
45691,Christian Marius Hansen,M,,,Denmark
45692,Niels Christian Kjrgaard Hansen (-Thyssen),M,186,84,Denmark
45693,Jrgen Christian Hansen,M,,,Nykjbings paa Falster
45694,"Douglas ""Doug"" Hansen",M,170,65,Canada
45695,Edmund Carl Marius Mller Hansen,M,,,Denmark
45696,Egon Meldgaard Hansen,M,177,94,Denmark
45697,Eigil Aksel Hansen,M,,,Denmark
45698,Ejnar Arnold Hansen,M,,,Denmark
45699,Ejvind Willy Hansen,M,,,Denmark
45700,Erik Rosendahl Hansen,M,182,77,Denmark
45701,Erik Herman Hansen,M,178,87,Denmark
45702,Erika Marie Hansen (-Stebbins),F,167,59,United States
45703,Ernst Henry Theodor Hansen,M,,,Denmark
45704,Finn Khrylmand Hansen,M,177,79,Denmark
45705,Flemming Ladefoged Hansen,M,195,90,Denmark
45706,Flemming Gleerup Hansen (-Gleerup),M,177,75,Denmark
45707,"Francis Louis ""Frank"" Hansen",M,,,United States-2
45708,Frank Hansen,M,193,92,Norway
45709,"Frederick Morgan ""Fred"" Hansen",M,183,75,United States
45710,Frede Hansen,M,,,Denmark
45711,Frederik Oluf Hansen,M,,,Denmark
45712,Frederik Hansen (-Melvang),M,,,Denmark
45713,Graeme Otto Hansen,M,175,71,New Zealand
45714,Gunnar Hansen,M,,,Norway
45715,Haakon Hansen,M,,,Norway
45716,Halfdan Nicolai Hansen,M,,,Magda IX
45717,"Hermann ""Hannes"" Hansen",M,,,Germany
45718,Hans Ewald Hansen,M,179,72,Denmark
45719,Hans Egill Hansen,M,,,Norway
45720,Hans Jrgen Hansen,M,,,Denmark
45721,Hans Trier Hansen,M,,,Denmark
45722,Harald Sigvard Hansen,M,,,Norway
45723,Harald Hansen,M,,,Denmark
45724,Harald Hans Vilhelm Hansen,M,,,Denmark
45725,Harry Hansen,M,,,United States
45726,Arvo Heino Raudan Hansen,M,169,67,Denmark
45727,"Helene Birgitta (Helen Raagaard-) Hansen (Andersen-, -Raagaard-Hansen)",F,170,63,Denmark
45728,Helge Hansen,M,,,Denmark
45729,Hemming Emil Hansen,M,,,Denmark
45730,Henriette Engel Hansen,F,170,66,Denmark
45731,Christian Henrik Hansen,M,,,Denmark
45732,Henrik Toft Hansen,M,200,105,Denmark
45733,Henry Peter Christian Hansen,M,170,,Denmark
45734,Hvitfeldt Hansen,M,,,Denmark
45735,Ib Vagn Hansen,M,,,Denmark
45736,Inge Ketil Hansen,M,186,80,Norway
45737,Ingvardt M. Hansen,M,,,Denmark
45738,Jack Bennike Hansen,M,187,83,Denmark
45739,Jan Knobelauch Hansen,M,179,69,Denmark
45740,Jan Erik Hansen,M,,,Norway
45741,Jean Werner Hansen,M,,,Denmark
45742,Jena Mai Hansen,F,166,60,Denmark
45743,Jenna Hansen,F,178,72,New Zealand
45744,Jens Peder Hansen,M,,,Denmark
45745,Jens Oluf Smedegaard Hansen,M,182,65,Denmark
45746,Jesper Hansen,M,180,95,Denmark
45747,Joan Elizabeth Hansen,F,164,45,United States
45748,"Joseph ""Joey"" Hansen",M,198,97,United States
45749,Johannes Hansen,M,,,Denmark
45750,John Angelo Valdemar stergaard Hansen,M,,,Denmark
45751,John rsted Hansen,M,185,82,Denmark
45752,Valdemar Julius Hansen,M,,,Denmark
45753,Jytte Solveig Hansen (-Nielsen),F,173,55,Denmark
45754,Jrgen Hansen,M,174,67,Denmark
45755,Jrgen Wagner Hansen,M,,,Denmark
45756,Jrgen Emil Hansen,M,178,74,Denmark
45757,Kaj Jgergaard Hansen,M,181,74,Denmark
45758,Karen Anette Hansen (Jensen-),F,173,62,Denmark
45759,Karl Alfred Hansen,M,,,Sweden
45760,Karl Wilhelm Hansen (-Soligard),M,,,Norway
45761,Karl Aage Hansen,M,,,Denmark
45762,Kate Elizabeth Hansen,F,170,59,United States
45763,Keld Klein Hansen,M,,,Denmark
45764,Keltie Hansen,F,165,54,Canada
45765,Kevin Christopher Hansen,M,196,93,United States
45766,Kieran Hansen,M,176,78,Australia
45767,Kristian Aage Hansen (-Bges),M,,,Denmark
45768,Lars Hansen,M,216,105,Canada
45769,Lasse Norman Hansen,M,180,73,Denmark
45770,Leif Hkon Hansen,M,,,Norway
45771,Leif Otto Hansen,M,170,71,Denmark
45772,Lindy Merete Hansen,F,162,60,Norway
45773,Lisa Caroline Hansen (-Stone),F,178,70,United States
45774,Lucien Hansen,M,,,Belgium
45775,Mads Hansen,M,185,88,Norway
45776,Marcel Hansen,M,,,Belgium
45777,Aage Marius Hansen,M,,,Denmark
45778,Martin Hansen,M,,,Denmark
45779,Martin Haldbo Hansen,M,,,Denmark
45780,Martin Lundgaard Hansen,M,186,78,Denmark
45781,Michael Hansen,M,182,82,Denmark
45782,Mikkel Hansen,M,196,98,Denmark
45783,Natasha Hansen,F,167,66,New Zealand
45784,"Niels Waldemar ""Niels Wal"" Hansen",M,,,Anitra
45785,Nina Ella Damkier Hansen (-Fahne),F,166,57,Denmark
45786,Ingvald Olaf Hansen (-Frnsdal),M,,,Norway
45787,Ove Hansen,M,176,77,Norway
45788,Pl Henning Hansen,M,167,63,Norway
45789,Peter Hansen,M,,,Denmark
45790,Pia Carina Hansen (Larsson-),F,181,90,Sweden
45791,Poul Henrik Peder Hansen,M,,,Denmark
45792,Rasmus Hansen,M,,,Denmark
45793,Ren Toft Hansen,M,200,105,Denmark
45794,Jrgen Robert Viggo Hansen,M,,,Denmark
45795,Rolf Hansen,M,,,Norway
45796,Rolf Morgan Hansen (-Faller),M,178,75,Norway
45797,Rudolf Carl Hansen,M,,,Denmark
45798,"Rudolf Constantin ""Rudy"" Hansen",M,,,Denmark
45799,Sofus Peter Hansen,M,,,Denmark
45800,Jrgen Steen Lund Hansen,M,176,76,Denmark
45801,Stig Raagaard Hansen,M,174,73,Denmark
45802,Svein Norman Hansen,M,170,85,Norway
45803,Sven Lysholt Hansen,M,165,56,Denmark
45804,Svend Helge Hansen,M,191,93,Denmark
45805,Sverre Hansen,M,,,Norway
45806,Sverre Hilmar Hansen,M,174,66,Norway
45807,Thorvald Emil Hansen,M,,,Denmark
45808,Tom Birger Hansen,M,180,69,Denmark
45809,Tom Hansen,M,182,70,Canada
45810,Tony Andr Hansen,M,185,75,Norway
45811,Torstein Sverre Hansen,M,187,90,Norway
45812,Hanne Trine Hansen,F,,,Denmark
45813,Ulla Werner Hansen,F,,,Denmark
45814,Victor Georg Hansen,M,,,Denmark
45815,Warren Hansen,M,189,80,Australia
45816,Wilhelm Emanuel Hansen,M,,71,Norwegian Rowing Association
45817,William Hansen,M,163,62,Belgium
45818,Willy Falck Hansen,M,,,Denmark
45819,Marcel Fernand Hansenne,M,184,72,France
45820,William Gabriel Christian Jules Lon Hansez,M,183,,Belgium-2
45821,Jacob Hansford,M,182,77,Australia
45822,Kari Juhani Hanska,M,185,88,Finland
45823,Vesa Juhani Hanski,M,185,76.5,Finland
45824,"Boden Joseph ""Bo"" Hanson",M,199,100,Australia
45825,Brooke Louise Hanson (-Clarke),F,175,67,Australia
45826,Clarice M. Hanson (-Bell),F,,,Great Britain
45827,Gustav Einar Hanson,M,,,United States
45828,Harry Vilgot Hanson,M,,,Ingegerd
45829,Janine Hanson,F,178,70,Canada
45830,Leonard Hanson,M,,,Great Britain
45831,Lorraine I. Hanson,F,178,65,Great Britain
45832,Pontus Hanson,M,,,Sweden
45833,"Sharon L. Hanson (Hainer-, -Lowery)",F,168,66,United States
45834,Sven Asgeir Hanson,M,191,77,Sweden
45835,Sven Hanson,M,,,Sweden
45836,Christilot Hanson-Boylen,F,163,52,Canada
45837,Yvonne W. A. Hanson-Nortey,F,185,91,Great Britain
45838,Terje Ludvik Hanssen,M,193,82,Norway
45839,Wiggo Kay Hanssen,M,,,Norway
45840,Patrick Hanssens,M,184,80,Belgium
45841,Andrew Hansson,M,,,Sweden
45842,Anna Erika Hansson,F,171,66,Sweden
45843,Hans Hansson,M,,,Sweden
45844,Hans Nils Erik Hansson,M,182,82,Sweden
45845,Holger Valdemar Hansson,M,,,Sweden
45846,Ida Maria Hansson,F,175,60,Sweden
45847,Gert Ingvar Severin Hansson,M,200,96,Sweden
45848,Kjell Hansson,M,,,Sweden
45849,Rolf Lars-Erik Hansson,M,183,83,Sweden
45850,Leif Anders Valfrid Hansson,M,182,77,Sweden
45851,Karl Sture Lennart Hansson,M,,,Sweden
45852,Louise Maria Hansson,F,187,71,Sweden
45853,Lars Martin Hansson,M,177,65,Sweden
45854,Mats Bertil Hansson,M,,,Sweden
45855,Per Greger Carl Hansson,M,194,95,Sweden
45856,Kent Roger Hansson,M,186,83,Sweden
45857,Christer Mats Roger Hansson,M,181,80,Sweden
45858,Hans Sigfrid Hansson,M,,,Sweden
45859,Sophie Elizabeth Hansson,F,186,74,Sweden
45860,Ketill Are Hanstveit,M,178,65,Norway
45861,Erzsbet Hanti,F,156,44,Hungary
45862,Daniela Hantuchov,F,181,62,Slovakia
45863,Josef Hantych,M,,78.5,Czechoslovakia
45864,Vasile Hanuseac,M,,,Romania
45865,Zygmunt Jzef Hanusik,M,167,74,Poland
45866,Alena Hanuov,F,190,83,Czech Republic
45867,Kateina Hanuov-Nash,F,164,52,Czech Republic
45868,Kazue Hanyu (-Kasamatsu),F,160,52,Japan
45869,Yuzuru Hanyu,M,171,,Japan
45870,Martin Hanzal,M,198,107,Czech Republic
45871,Tsutomu Hanzawa,M,160,63,Japan
45872,kos Hanzly,M,178,71,Hungary
45873,Ji Hanzl,M,182,80,Czechoslovakia
45874,Adla Hanzlkov,F,171,67,Czech Republic
45875,Jnos Hanzlik,M,173,110,Hungary
45876,Steffi Hanzlik (-Jacob),F,169,63,Germany
45877,Hao Jialu,F,176,66,China
45878,Hao Junmin,M,179,73,China
45879,Hao Kexin,M,198,96,China
45880,Hao Wei,M,184,70,China
45881,Hao Yun,M,185,80,China
45882,Abdul Fattah Haona,M,,,Syria
45883,Ahmed Haouache,M,,,Syria
45884,Gebrael Haoui,M,,,Lebanon
45885,Ahamada Hadidja Haoulata Ali Moudhir,F,,,Comoros
45886,Janis Lynn Hape (-Dowd),F,168,57,United States
45887,Maura Jo Haponski,F,168,51,United States
45888,Dieter Happ,M,190,90,Austria
45889,Hendrik Happ,M,,,Netherlands
45890,Thomas Happe,M,189,87,West Germany
45891,Ursula Happe (Krey-),F,,,Germany
45892,Ernst Franz Hermann Happel,M,,,Austria
45893,Franz Happernagl,M,168,62,Germany
45894,Max Happle,M,,,Switzerland
45895,Janne Mikael Happonen,M,180,63,Finland
45896,Ayumi Hara,F,165,59,Japan
45897,Chihana Hara,F,162,45,Japan
45898,Daigo Hara,M,164,53,Japan
45899,Hideaki Hara,M,,,Japan
45900,Hideharu Hara,M,185,84,Japan
45901,Hilkka Marjatta Hara (-Pietil),F,165,55,Finland
45902,Masao Hara,M,,,Japan
45903,Saburo Hara,M,,,Japan
45904,Toru Hara,M,160,59,Japan
45905,Yoshihiko Hara,M,171,74,Japan
45906,Izet Harai,M,,,Bosnia and Herzegovina
45907,Boena Haracz (-Wojtkowska),F,158,48,Poland-2
45908,Hiroyo Harada,F,162,50,Japan
45909,Kiichi Harada,M,175,73,Japan
45910,Madoka Harada,F,163,68,Japan
45911,Masahiko Harada,M,173,58,Japan
45912,Masao Harada,M,177,60,Japan
45913,Megumi Harada (-Ikeda),F,169,63,Japan
45914,Mutsumi Harada,M,172,68,Japan
45915,Noriko Harada,F,157,53,Japan
45916,Ryunosuke Harada,M,171,58,Japan
45917,Saho Harada,F,166,56,Japan
45918,Takeichi Harada,M,,,Japan
45919,Yuka Harada,F,170,60,Japan
45920,Mohamed Haraga,M,,,Egypt
45921,Syamsul Anwar Harahap,M,171,64,Indonesia
45922,Balzs Hrai,M,202,110,Hungary
45923,Riki Harakawa,M,175,72,Japan
45924,Ingrid Haralamow-Raimann,F,174,73,Switzerland
45925,Crown Prince Harald,M,186,90,Fram III
45926,Erla Dgg Haraldsdttir,F,180,68,Iceland
45927,Olaf Harry Haraldsen (Fykerud-),M,,,Norway
45928,Katrine Lunde Haraldsen,F,181,,Norway
45929,Marit Haraldsen (-Foss),F,,,Norway
45930,Clas Oskar Haraldsson,M,,,Sweden
45931,Hrur Haraldsson,M,,,Iceland
45932,Jhann Fririk Haraldsson,M,176,80,Iceland
45933,Kurt Harand,M,185,90,Austria
45934,Paul Albert Flix Haranger,M,,,France
45935,Csaba Haranghy,M,180,65,Hungary
45936,Imre Harangi,M,,,Hungary
45937,Andrs Harangvlgyi (Helmle),M,,,Hungary
45938,Louis Joseph Harant,M,173,,United States
45939,Zaki Selim Ibrahim Harari,M,,,Egypt
45940,Hisayoshi Harasawa,M,191,125,Japan
45941,Lajos Haraszthy,M,,70,Pannonia RC/National RC
45942,Micha Haratyk,M,194,135,Poland
45943,Bla Hray,M,,,Hungary
45944,Elias Harb,M,,,Lebanon
45945,Tanios Harb,M,177,72,Lebanon
45946,Simon James Harbaugh,M,,,United States
45947,"Victoria ""Vicki"" Harber (-Stenerson)",F,173,71,Canada
45948,Charles William Harbidge,M,,,Great Britain
45949,"Rudolf Waldemar ""Rudi"" Harbig",M,174,62,Germany
45950,"Robert E. ""Rob"" Harbison",M,172,73,United States
45951,Alexandra Harbold (Bernhart-),F,172,64,United States
45952,Michael Everett Harbold,M,183,83,United States
45953,Kevin Alan Harbut,M,180,85,Great Britain
45954,Abbes Harchi,M,170,72,Morocco
45955,Kenneth Graham Harcourt,M,,,Great Britain
45956,Harold Turner Harcourt,M,,,Canada
45957,Zoltn dm Harcsa,M,184,75,Hungary
45958,Zsolt Harczi,M,180,72,Hungary
45959,Jere Johannes Hrd,M,185,83,Finland
45960,Sven Olof Gran Hrd af Segerstad,M,187,81,Sweden
45961,Sarah Louise Hardaker,F,182,68,Great Britain-1
45962,Hannah Hardaway,F,160,55,United States
45963,"Anfernee Deon ""Penny"" Hardaway",M,200,91,United States
45964,"Timothy Duane ""Tim"" Hardaway",M,180,88,United States
45965,Peter Hardcastle,M,196,92,Australia
45966,Sarah Lucy Hardcastle (-Thomas),F,183,60,Great Britain
45967,"James Edward ""Trey"" Hardee, III",M,196,96,United States
45968,Christina Hardekopf,F,167,60,Argentina
45969,Karel Jan Hardeman,M,,,Netherlands
45970,"James Edward Harden, Jr.",M,196,100,United States
45971,Martin G. Harden,M,,,Austria
45972,"Timothy M. ""Tim"" Harden",M,178,77,United States
45973,Arne Hardenberg,M,,,Denmark
45974,Adolf Harder,M,,,Germany
45975,Pernille Harder,F,169,64,Denmark-1
45976,Bonar Graeme Hardie,M,,,Johan
45977,Hamish Graeme Hardie,M,,,Johan
45978,Kelly Hardie,F,182,80,Australia
45979,Peter Hardie,M,,,Great Britain
45980,Marie Hardiman,F,168,55,Great Britain
